what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431479723944
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1431479724023
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431479726531
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1431479732483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479735418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479735418
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431479740584
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431479742112
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431479742237
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479870220
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479871390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479871905
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479875212
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431479876881
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431479925631
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479926520
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479978022
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479984386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431479987569
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480428140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480428156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480431104
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480431151
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480431292
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480434302
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480437719
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480451587
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.cPerspective",1431480454504
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431480454504
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1431480454520
executed,command,,,"com.altera.sbtgui.ui.cPerspective",1431480454520
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.debugPerspective",1431480459060
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.cPerspective",1431480461665
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1431480461665
executed,command,,,"com.altera.sbtgui.ui.cPerspective",1431480461665
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431480463116
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480468857
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480471571
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480477483
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480501581
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480506916
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480537695
error,log,,,"Internal Error",1431480541641
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.debugPerspective",1431480541658
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431480541658
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1431480541768
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431480546402
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480547432
opened,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1431480557998
activated,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1431480558061
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431480558076
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480558388
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480559886
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480559995
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480567124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480580899
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480580946
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480588340
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480599338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480600477
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480603192
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1431480609775
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480611600
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480611709
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480612942
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480614455
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1431480614658
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480618386
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480618526
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480619915
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480621366
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480621709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480625578
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480626560
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1431480634626
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480638853
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1431480638962
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1431480640959
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480644516
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480645530
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480654750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480656466
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480656497
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480658478
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1431480658572
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480671598
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1431480671800
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480672846
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480672955
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480674515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480716011
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480717165
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1431480760752
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480762483
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480762577
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480763856
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480765042
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480766087
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480767148
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480768115
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480769067
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480771017
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1431480771219
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1431480772514
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480774386
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480774480
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480775447
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480776461
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480777444
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480778489
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480779565
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480781141
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1431480781313
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431480782264
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431480782358
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480783403
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480808722
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431480808753
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431480813293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481382079
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.cPerspective",1431481384856
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481384871
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1431481384887
executed,command,,,"com.altera.sbtgui.ui.cPerspective",1431481384887
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431481387305
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1431481395932
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481425026
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481453583
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481457342
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481459417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481461133
error,log,,,"Internal Error",1431481461523
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481461556
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.debugPerspective",1431481461587
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481461587
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1431481461681
closed,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1431481462618
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481464225
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1431481470263
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431481477802
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481477895
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431481479658
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431481479767
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481480719
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481488831
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431481499346
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481516396
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481650872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481653025
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481666892
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.cPerspective",1431481669373
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481669373
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1431481669404
executed,command,,,"com.altera.sbtgui.ui.cPerspective",1431481669404
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431481671510
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1431481675956
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481718961
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481720334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481720911
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481722986
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481723735
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481731348
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481734639
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481735903
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.debugPerspective",1431481737994
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481737994
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1431481738057
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481743396
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1431481747250
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481755397
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431481760265
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431481760405
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481763556
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481768829
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431481768923
activated,perspective,com.altera.sbtgui.ui,11.0.0.157,"com.altera.sbtgui.ui.cPerspective",1431481771407
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481771407
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1431481771423
executed,command,,,"com.altera.sbtgui.ui.cPerspective",1431481771423
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431481775978
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1431481776071
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431481776118
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431481776118
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431481776134
closed,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431481776181
closed,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1431481776181
closed,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1431481776181
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1431481776181
closed,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1431481776196
closed,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431481776196
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431481776196
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1431481776196
closed,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1431481776196
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1431481776196
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.closeAllPerspectives",1431481776243
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431481779335
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1431481779662
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.157,"com.altera.debug.cdi.gdb.plugin",1431481779662
stopped,bundle,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch",1431481779662
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1431481779662
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1431481779678
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1431481779693
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1431481779693
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1431481779693
